problem_id,problem_text,answer
116,"Сергей Петрович хочет купить в интернет-магазине микроволновую печь определённой модели. В таблице показано 6 предложений от разных интернет-магазинов.

\begin{center}
\begin{tabularx}{\textwidth}{|>{\centering\arraybackslash}X|c|c|c|} \hline
Номер магазина & Рейтинг\newline магазина & Стоимость товара\newline (руб.) & Стоимость доставки\newline (руб.) \\ \hline
1 & 4 & 14300 & 350 \\ \hline
2 & 4 & 15890 & 400 \\ \hline
3 & 4,5 & 13999 & 0 \\ \hline
4 & 3,5 & 13990 & 0 \\ \hline
5 & 3 & 11609 & 690 \\ \hline
6 & 5 & 17990 & 500 \\ \hline
\end{tabularx}
\end{center}

Сергей Петрович считает, что покупку нужно делать в магазине, рейтинг которого не ниже 4. Среди магазинов, удовлетворяющих этому условию, выберите предложение с самой низкой стоимостью покупки с учётом доставки.

В ответе запишите номер выбранного магазина.",13999
3127,Найдите значение выражения $\left(\sqrt{6} -3\sqrt{2} \right)\left(\sqrt{6} +3\sqrt{2} \right)$.,-12
1012,"Найдите корень уравнения $2^{4-2x} =\left(\frac{1}{8} \right)^{2x+3}$  

 \textbf{}",-3.25
8705,"Помещение освещается фонарём с двумя лампами. Вероятность перегорания одной лампы в течение года равна 0,2. Найдите вероятность того, что в течение года обе лампы перегорят.",0.04
2366,"Найдите значение выражения $\dfrac{21}{25} :\dfrac{7}{5} -0,3$.",0.3
6840,В сентябре 1 кг слив стоил 60~рублей. В октябре сливы подорожали на~30\%. Сколько рублей стоил 1 кг слив после подорожания в~октябре?,78
3527,"Турист подбирает экскурсии. Сведения об экскурсиях представлены в таблице.

\vspace{\baselineskip}

\hyphenpenalty=10000
\begin{tabularx}{\textwidth}{|C|C|>{\centering\arraybackslash}X|} \hline
Номер экскурсии & Посещаемые объекты & Стоимость (руб.) \\ \hline
1 & Музей живописи & 150 \\ \hline
2 & Загородный дворец & 250 \\ \hline
3 & Крепость & 250 \\ \hline
4 & Загородный дворец, крепость & 250 \\ \hline
5 & Загородный дворец, парк & 300 \\ \hline
6 & Парк, музей живописи & 200 \\ \hline
\end{tabularx}
\vspace{\medskip}
\hyphenpenalty=50


Пользуясь таблицей, подберите набор экскурсий так, чтобы турист посетил четыре объекта: крепость, загородный дворец, парк и музей живописи, а~суммарная стоимость экскурсий не превышала 650 рублей. В ответе укажите какой-нибудь один набор номеров экскурсий без пробелов, запятых и~других дополнительных символов.",46
6849,Держатели дисконтной карты книжного магазина получают при покупке скидку~5\%. Книга стоит 240~рублей. Сколько рублей заплатит держатель дисконтной карты за~эту книгу?,228
8649,"На борту самолёта 19 мест рядом с запасными выходами и 13 мест за перегородками, разделяющими салоны. Остальные места неудобны для пассажира высокого роста. Пассажир Л. высокого роста. Найдите вероятность того, что на регистрации при случайном выборе места пассажиру Л. достанется удобное место, если всего в самолёте 400 мест.",0.08
3462,"Телефонная компания предоставляет на выбор три тарифных плана.

\vspace{\baselineskip}

\hyphenpenalty=10000
\begin{tabularx}{\textwidth}{|C|>{\centering\arraybackslash}X|>{\centering\arraybackslash}X|} \hline
Тарифный план & Абонентская плата\newline (в месяц) & Плата за 1~минуту разговора \\ \hline
""Повременный"" & Нет & 0,5~руб. \\ \hline
""Комбинированный"" & 180~руб. за 360~мин. & 0,4~руб. (сверх 360~мин. в месяц) \\ \hline
""Безлимитный"" & 345~руб. в месяц & Нет \\ \hline
\end{tabularx}
\vspace{\medskip}
\hyphenpenalty=50

Абонент предполагает, что общая длительность разговоров составит 600~минут в месяц, и исходя из этого выбирает наиболее дешёвый тарифный план. Сколько рублей должен будет заплатить абонент за месяц, если общая длительность разговоров действительно будет равна 600~минутам?",276
10695,"В конце четверти Вовочка выписал подряд все свои отметки по одному из предметов, их оказалось 5, и поставил 
между некоторыми из них знаки умножения. Произведение получившихся чисел оказалось равным 2007. Какая отметка выходит у Вовочки в четверти по этому предмету, если учитель ставит только отметки «2», «3», «4» или «5» и итоговая отметка в четверти является средним арифметическим всех текущих отметок, округлённая по правилам округления? (Например, 3,2 округляется до 3; 4,5~--- до 5; а 2,8~--- до 3.)",3
8175,На день рождения полагается дарить букет из нечётного числа цветов. Тюльпаны стоят 40 рублей за штуку. У Вани есть 190 рублей. Из какого наибольшего числа тюльпанов он может купить букет Маше на день рождения?,3
8506,"Система навигации самолёта информирует пассажира о том, что полёт проходит на высоте 27~000 футов. Выразите высоту полёта в метрах. Считайте, что 1 фут равен 30,5 см.",8235
6832,Налог на доходы составляет 13\% от заработной платы. Заработная плата Ивана Кузьмича равна 11~000 рублей. Какую сумму он получит после вычета налога на доходы? Ответ дайте в рублях.,9570
10054,"Список заданий викторины состоял из 36 вопросов. За каждый правильный ответ ученик получал 5~очков, за неправильный ответ с него списывали 11~очков, а при отсутствии ответа давали 0~очков. Сколько верных ответов дал ученик, набравший 75~очков, если известно, что по крайней мере один раз он ошибся?",26
7061,Налог на доходы составляет~13\% от заработной платы. После удержания налога на доходы Мария Константиновна получила 15225~рублей. Сколько рублей составляет заработная плата Марии Константиновны?,17500
5450,"Вероятность того, что новая шариковая ручка пишет плохо или вовсе не~пишет, равна 0,14. Покупатель, не~глядя, берет одну шариковую ручку из~коробки. Найдите вероятность того, что эта ручка пишет хорошо.",0.86
13123,Смешали $4$ литра $15$-процентного водного раствора некоторого вещества с $6$ литрами $25$-процентного водного раствора этого же вещества. Сколько процентов составляет концентрация получившегося раствора?,21
11937,В выборах участвовали два кандидата. Голоса избирателей распределились между ними в отношении 3:17. Сколько процентов голосов получил проигравший?,15
8478,Для покраски 1 кв. м потолка требуется 140 г краски. Краска продаётся в банках по 3 кг. Какое наименьшее количество банок краски нужно купить для покраски потолка площадью 42 кв. м?,2
11691,"В параллелограмме $ABCD$ диагонали являются биссектрисами его углов, $AB=25$, $AC=14$. Найдите $BD$.",336
4370,"Найдите значение выражения $\log_{7} 0,5+\log_{7} 98$.",2
10662,"Из книги выпало несколько идущих подряд листов. Номер последней страницы перед выпавшими листами~--- 298, 
номер первой страницы после выпавших листов записывается теми же цифрами, но в другом порядке. 
Сколько листов выпало?",265
4845,"Установите соответствие между величинами и их возможными значениями: к каждому элементу первого столбца подберите соответствующий элемент из второго столбца.

\vspace{\medskip}

\begin{center}
\hyphenpenalty=10000
\begin{tabular}{p{8cm}p{5cm}}
ВЕЛИЧИНЫ & ЗНАЧЕНИЯ \\
А) диаметр монеты & 1) 6400 км\\
Б) рост жирафа & 2) 324 м\\
В) высота Эйфелевой башни & 3) 20 мм\\
Г) радиус Земли & 4) 5 м \\
\end{tabular}\end{center}

\vspace{\medskip}

В таблице под каждой буквой, соответствующей величине, укажите номер её возможного значения.

\vspace{\medskip}

\begin{tabular}{|c|c|c|c|} \hline
А & Б & В & Г \\ \hline
 &  &  &  \\ \hline
\end{tabular}",3421
6176,"Найдите трёхзначное число, кратное 70, все цифры которого различны, а~сумма квадратов цифр делится на~5, но~не делится на~25. В ответе укажите какое-нибудь одно такое число.",210; 420; 630; 840; 980
2597,Найдите значение выражения $\left(1\dfrac{7}{8} -8\dfrac{1}{2} \right)\cdot 8$.,-53
1004,"Найдите корень уравнения  $5^{4x\; -\; 5} =5^{3x\; -\; 2}$ 

 \textbf{}",3
13923,"Установите соответствие между функциями и характеристиками этих функций на отрезке $\left[0;4\right]$.

\begin{center}
\begin{tabularx}{\textwidth}{clcX}
\multicolumn{2}{c}{ФУНКЦИИ} & \multicolumn{2}{c}{ХАРАКТЕРИСТИКИ} \\
А) & $y=3-12x$     & 1) & функция убывает на отрезке $\left[0;4\right]$    \\
Б) & $y=-3x^{2}+7x-7$     & 2) & функция принимает положительное значение в каждой точке отрезка $\left[0;4\right]$    \\
В) & $y=x^{2}-x+2$     & 3) & функция возрастает на отрезке $\left[0;4\right]$   \\
Г) & $y=2x-6$    &      4) & функция принимает отрицательное значение в каждой точке отрезка $\left[0;4\right]$    \\
\end{tabularx}
\end{center}

\vspace{\baselineskip}
В таблице под каждой буквой укажите соответствующий номер.

\vspace{\baselineskip}\begin{tabular}{|*{4}{C|}} \hline  А & Б & В & Г \\ \hline & & & \\ \hline\end{tabular}",1423
13564,"Расстояние между городами A и B равно 780 км. Из города A в город B выехал первый автомобиль, а через час после этого навстречу ему 
из города B выехал со скоростью 90 км/ч второй автомобиль. Найдите скорость первого автомобиля, если автомобили встретились на расстоянии 330 км от города A. Ответ дайте в км/ч.",55
1202,"В случайном эксперименте симметричную монету бросают дважды. Найдите вероятность того, что во второй раз выпадет то же, что и в первый.

 \textbf{}",0.5
12038,"Маша и Медведь съели 85 печений и банку варенья, начав и закончив одновременно. Сначала Маша ела варенье, а Медведь~--- печенья, но в какой-то момент они поменялись. Медведь и то и другое ест в четыре раза быстрее Маши. Сколько печений съел Медведь, если варенья они съели поровну?",80
9226,"В городском парке имеется 5 аттракционов: карусель, колесо обозрения, автодром, <<Ромашка>> и <<Весёлый тир>>. В кассах продаётся шесть видов билетов, каждый из которых позволяет посетить один или два аттракциона. Сведения о стоимости билетов представлены в таблице.

\begin{center}
\begin{tabular}{|c|c|c|c|}
\hline
Номер билета&Аттракционы&Стоимость (руб.)\\\hline
1&<<Ромашка>>, колесо обозрения&300\\\hline
2&<<Ромашка>>, <<Весёлый тир>>&450\\\hline
3&Колесо обозрения&150\\\hline
4&Автодром, <<Весёлый тир>>&500\\\hline
5&Карусель, автодром&300\\\hline
6&Колесо обозрения, карусель&350\\\hline
\end{tabular}
\end{center}

Какие билеты должен купить Андрей, чтобы посетить все пять аттракционов и затратить не более  900 рублей. 

В ответе укажите какой-нибудь один набор номеров билетов без пробелов, запятых и других дополнительных символов.",235
2409,Найдите значение выражения $48\cdot \left(\dfrac{19}{48} - \dfrac{11}{24}  - \dfrac{7}{12} \right)$.,-31
8619,"Вероятность того, что стекло мобильного телефона разобьётся при падении на твёрдую поверхность, равна 0,74. Найдите вероятность того, что при падении на твёрдую поверхность стекло мобильного телефона не разобьётся.",0.26
8582,Найдите корень уравнения $\left(3x-6\right)^2-9x^2=0$.,1
3306,Найдите значение выражения $\left(\sqrt{15} -\sqrt{2} \right)\left(\sqrt{15} +\sqrt{2} \right)$.,13
2564,Найдите значение выражения $\left(\dfrac{4}{15} +\dfrac{11}{20} \right)\cdot \dfrac{120}{49}$.,2
4512,Найдите значение выражения $57\sqrt{2} \cos 405{}^\circ $.,57
4339,Найдите значение выражения $\dfrac{5\sqrt{27} }{\sqrt{3} } $.,15
16278,"Два пешехода отправляются одновременно в одном направлении из одного и того же места на прогулку по аллее парка. Скорость первого на $1,5$ км/ч больше скорости второго. Через сколько минут расстояние между пешеходами станет равным $300$ метрам?",12
6847,Держатели дисконтной карты книжного магазина получают при покупке скидку~5\%. Книга стоит 180~рублей. Сколько рублей заплатит держатель дисконтной карты за~эту книгу?,171
8752,"Для того, чтобы связать свитер, хозяйке нужно 800~граммов шерстяной пряжи красного цвета. Можно купить красную пряжу по цене 70~рублей за 50~граммов, а можно купить неокрашенную пряжу по цене 50~рублей за 50~граммов и окрасить её. Один пакетик краски стоит 30~рублей и рассчитан на окраску 400~граммов пряжи. Какой вариант покупки дешевле? В ответ напишите, сколько рублей будет стоить эта покупка.",860
7054,Налог на доходы составляет~13\% от заработной платы. После удержания налога на доходы Мария Константиновна получила 8700~рублей. Сколько рублей составляет заработная плата Марии Константиновны?,10000
10704,"В конце четверти Вовочка выписал подряд все свои отметки по одному из предметов, их оказалось 5, и поставил 
между некоторыми из них знаки умножения. Произведение получившихся чисел оказалось равным 5825. Какая отметка выходит у Вовочки в четверти по этому предмету, если учитель ставит только отметки «2», «3», «4» или «5» и итоговая отметка в четверти является средним арифметическим всех текущих отметок, округлённая по правилам округления? (Например, 3,2 округляется до 3; 4,5~--- до 5; а 2,8~--- до 3.)",3; 4
2479,Найдите значение выражения $\dfrac{1}{\dfrac{1}{2} +\dfrac{1}{8} }$.,1.6
9589,"Прямолинейный участок трубы длиной 5 м, имеющей в сечении окружность, необходимо покрасить снаружи (торцы трубы открыты, их красить не нужно). Найдите площадь поверхности, которую необходимо покрасить, если внешний обхват трубы равен 16 см. Ответ дайте в квадратных сантиметрах.",8000
9242,"Путешественник из Москвы хочет посетить четыре города Золотого кольца России: Владимир, Ярославль, Суздаль и Ростов. Турагентство предлагает маршруты с посещением некоторых городов Золотого кольца. Сведения о~стоимости билетов и маршрутах представлены в таблице.

\begin{center}
\begin{tabular}{|c|c|c|c|}\hline
Номер маршрута&Посещаемые города&Стоимость (руб.)\\\hline
1&Ярославль, Владимир&3000 \\\hline
2&Владимир, Ростов, Суздаль&3950 \\\hline
3&Ростов, Суздаль&2150 \\\hline
4&Ростов, Ярославль&2350 \\\hline
5&Владимир&1750 \\\hline
6&Ярославль, Суздаль&2200 \\\hline
\end{tabular}
\end{center}

Какие маршруты должен выбрать путешественник, чтобы побывать во всех четырёх городах и затратить менее 6000 рублей?

В ответе укажите какой-нибудь один набор номеров маршрутов без пробелов, запятых и других дополнительных символов.",13
8927,"В фирме такси в наличии 40 легковых автомобилей: 12 из них чёрного цвета с жёлтыми надписями на боках, остальные~--- жёлтого цвета с чёрными надписями. Найдите вероятность того, что на случайный вызов приедет машина жёлтого цвета с чёрными надписями.",0.7
2992,"Перевести температуру из шкалы Фаренгейта в шкалу Цельсия позволяет формула $t_{C} =\dfrac{5}{9} \left(t_{F} -32\right)$, где $t_{C}$ --- температура в градусах по шкале Цельсия, $t_{F}$ --- температура в градусах по шкале Фаренгейта. Скольким градусам по шкале Цельсия соответствует 257 градусов по шкале Фаренгейта?",125
8776,"Пол комнаты, имеющей форму прямоугольника со сторонами 4~м и 6~м, требуется покрыть паркетом из прямоугольных дощечек со сторонами 10~см и 30~см. Сколько потребуется таких дощечек?",800
9549,"На соревнованиях по прыжкам в воду судьи выставили оценки от 0 до 10 трём спортсменам. Результаты приведены в таблице.

\begin{center}
\begin{tabularx}{\textwidth}{|>{\centering\arraybackslash}X|>{\centering\arraybackslash}X|*{7}{>{\centering\arraybackslash}m{0.75cm}|}} \hline
Номер  & \multicolumn{1}{@{}c@{}|}{Сложность} & I  & II & III  & IV  & V  & VI  & VII  \\
\multicolumn{1}{|@{}c@{}|} {спортсмена}  & прыжков &  \multicolumn{1}{@{}c@{}|}{судья} & \multicolumn{1}{@{}c@{}|}{судья}& \multicolumn{1}{@{}c@{}|}{судья}& \multicolumn{1}{@{}c@{}|}{судья}& \multicolumn{1}{@{}c@{}|}{судья}& \multicolumn{1}{@{}c@{}|}{судья}& \multicolumn{1}{@{}c@{}|}{судья}\\\hline1 & 7  & 6,3 & 7,1 & 6,9 & 7,6 & 5,7 & 7,7 & 8,4 \\\hline
2 & 8  & 7,2 & 6,3 & 8,5 & 7,8 & 7,2 & 7,0 & 8,4 \\\hline
3 & 9  & 6,1 & 7,5 & 5,4 & 7,3 & 7,9 & 7,0 & 5,6 \\\hline
\end{tabularx}
\end{center}

Итоговый балл вычисляется следующим образом: две наибольшие и две наименьшие оценки отбрасываются, а три оставшиеся складываются и умножаются на коэффициент сложности.

В ответе укажите номера спортсменов, итоговый балл которых больше 160, без пробелов, запятых и других дополнительных символов.",23
7917,"Радиус вписанной в прямоугольный треугольник окружности вычисляется по формуле $r=\dfrac{a+b-c}{2}$, где $a$ и $b$~--- катеты, а $c$~--- гипотенуза. Пользуясь этой формулой, найдите $c$, если $a=8$, $b=15$ и $r=3$.",17
6042,Найдите значение выражения $\dfrac{9\strut^{- 2} }{\left(9\strut^{2} \right)^{- 2} } $.,81
4288,"Среднее геометрическое трёх чисел~$a$, $b$ и $c$ вычисляется по формуле~$g=\sqrt[{3}]{abc} $. Вычислите среднее геометрическое чисел 5, 25, 27.",15
2917,"Найдите значение выражения $45\cdot 10 -1,2\cdot 10^{2}$.",330
1206,"В случайном эксперименте симметричную монету бросают дважды. Найдите вероятность того, что оба раза выпадет орёл.

 \textbf{}",0.25
13581,"Дорога между пунктами А и В состоит из подъёма и спуска, а её длина равна 15 км. Путь из А в В занял у туриста 10 часов, из которых 5 часов ушло на спуск. Найдите скорость туриста на спуске, если она больше скорости на подъёме на 1 км/ч. Ответ дайте в км/ч.",2
7060,Налог на доходы составляет~13\% от заработной платы. После удержания налога на доходы Мария Константиновна получила 15660~рублей. Сколько рублей составляет заработная плата Марии Константиновны?,18000
4721,"Повар испёк 50 рогаликов, из них 15 рогаликов он посыпал корицей, а 20 рогаликов посыпал сахаром. Выберите утверждения, которые верны при указанных условиях.

\begin{center}
\begin{tabularx}{\textwidth}{p{0.1cm}X}  
1) & Найдётся 10 рогаликов, которые ничем не посыпаны. \\ 
2) & Если рогалик посыпан сахаром, то он посыпан и корицей. \\ 
3) & Не может оказаться больше 20 рогаликов, посыпанных и сахаром, и корицей. \\ 
4) & Найдётся 20 рогаликов, посыпанных и сахаром, и корицей. \\ 
\end{tabularx}\end{center}

В ответе запишите номера выбранных утверждений без пробелов, запятых и~других дополнительных символов.",13
176,"Дмитрий Валентинович собирается в туристическую поездку на трое суток в некоторый город. В таблице дана информация о гостиницах в этом городе со свободными номерами на время его поездки.

\begin{center}
\begin{tabularx}{\textwidth}{|*{4}{>{\centering\arraybackslash}X|}} \hline
Название\linebreak гостиницы & Рейтинг\linebreak гостиницы & Расстояние\linebreak до центральной площади (км) & Цена номера\linebreak (руб. за сутки) \\ \hline
«Южная» & 7,6 & 1,1 & 3000 \\ \hline
«Уют-плюс» & 5,3 & 1,9 & 2500 \\ \hline
«Центральная» & 9,4 & 3,4 & 3800 \\ \hline
«Вокзальная» & 6,9 & 2,3 & 1600 \\ \hline
«Турист» & 8,8 & 2,4 & 3200 \\ \hline
«Эльдорадо» & 9,1 & 2,1 & 3300 \\ \hline
\end{tabularx}
\end{center}

Дмитрий Валентинович хочет остановиться в гостинице, которая находится не далее 2,5 км от центральной площади и рейтинг которой не ниже~8,5. Среди гостиниц, удовлетворяющих этим условиям, выберите гостиницу с~наименьшей ценой номера за сутки. Сколько рублей стоит проживание в~этой гостинице в течение трёх суток?",9600
122,"Сергей Петрович хочет купить в интернет-магазине микроволновую печь определённой модели. В таблице показано 6 предложений от разных интернет-магазинов.

\begin{center}
\begin{tabularx}{\textwidth}{|>{\centering\arraybackslash}X|c|c|c|} \hline
Номер магазина & Рейтинг магазина & Стоимость товара (руб.) & Стоимость доставки (руб.) \\ \hline
1 & 4 & 13480 & 0 \\ \hline
2 & 5 & 13840 & 350 \\ \hline
3 & 4 & 13490 & 0 \\ \hline
4 & 5 & 13490 & 200 \\ \hline
5 & 4 & 13890 & 400 \\ \hline
6 & 3 & 13490 & 0 \\ \hline
\end{tabularx}
\end{center}

Сергей Петрович считает, что покупку нужно делать в магазине, рейтинг которого не ниже 4. Среди магазинов, удовлетворяющих этому условию, выберите предложение с самой низкой стоимостью покупки с учётом доставки.

В ответе запишите номер выбранного магазина.",1
6200,"Найдите трёхзначное натуральное число, большее 500, которое при делении и~на~8, и~на~5 даёт равные ненулевые остатки и~первая слева цифра которого является средним арифметическим двух других цифр. В~ответе укажите какое-нибудь одно такое число.",564; 684
4669,"В таблице показано распределение медалей на зимних Олимпийских играх в Сочи среди стран, занявших первые 10 мест по количеству золотых медалей.

\begin{table}[h]
\begin{center}
\begin{tabular}{|c|c|c|c|c|c|} \hline
\multirow{}{}{Место} & \multirow{}{}{Страна} & \multicolumn{4}{c|}{Медали}\\ \cline{3-6}
&& Золотые & Серебряные &Бронзовые & Всего \\ \hline
1 & Россия & 13 & 11 &9 & 33 \\ \hline
2 & Норвегия & 11 & 5 &10 & 26 \\ \hline
3 & Канада & 10 & 10 &5 & 25 \\ \hline
4 & США & 9 & 7 &12 & 28 \\ \hline
5 & Нидерланды & 8 & 7 &9 & 24 \\ \hline
6 & Германия & 8 & 6 &5 & 19 \\ \hline
7 & Швейцария & 6 & 3 &2 & 11 \\ \hline
8 & Белоруссия & 5 & 0 &1 & 6 \\ \hline
9 & Австрия & 4 & 8 &5 & 17 \\ \hline
10 & Франция & 4 & 4 &7 & 15 \\ \hline
\end{tabular}
\end{center}
\end{table}

Определите с помощью таблицы, сколько всего медалей у страны, занявшей четвёртое место по числу золотых медалей.",28
8424,"По тарифному плану «Просто как день» компания сотовой связи каждый вечер снимает со счёта абонента 15 рублей. Если на счёте осталось меньше 15 рублей, то на следующее утро номер блокируют до пополнения счёта. Сегодня утром у Лизы на счёте было 350 рублей. Сколько дней (включая сегодняшний) она сможет пользоваться телефоном, не пополняя счёта?",23
7077,"В школе французский язык изучает 171~учащийся, что составляет 36\% от числа всех учащихся школы. Сколько учащихся в школе?",475
2454,Найдите значение выражения $\dfrac{2}{1+\dfrac{1}{9} }$.,1.8
8346,"Павел Иванович купил американский автомобиль, спидометр которого показывает скорость в милях в час. Какова скорость автомобиля в километрах в час, если спидометр показывает 39~миль в час? Считайте, что 1 миля равна 1609 м. Ответ округлите до целого числа.",63
7642,"Каждому из четырёх неравенств в левом столбце соответствует одно из решений в правом столбце. Установите соответствие между неравенствами и их решениями.


\begin{center}
\hyphenpenalty=10000
\renewcommand{\arraystretch}{2}
\begin{tabularx}{\textwidth}{{>{\raggedright}X>{\raggedright\arraybackslash}X}} 
\multicolumn{1}{C}{НЕРАВЕНСТВА} & \multicolumn{1}{C}{РЕШЕНИЯ} \\
А) $\log _{2} x<-2$ & 1) $0<x<4$ \\ 
Б) $\log _{2} x>2$ & 2) $0<x<\dfrac{1}{4} $ \\ 
В) $\log _{2} x>-2$ & 3) $x>\dfrac{1}{4} $ \\ 
Г) $\log _{2} x<2$ & 4) $x>4$ \\
\end{tabularx}\end{center}\vspace{\medskip}

Впишите в приведённую в ответе таблицу под каждой буквой соответствующий номер решения.

\vspace{\baselineskip}\begin{tabular}{|*{4}{C|}} \hline А & Б & В & Г \\ \hline & & & \\ \hline\end{tabular}\end{center}\vspace{\medskip}",2431
7864,"Площадь треугольника вычисляется по формуле~$S=\dfrac{1}{2} bc\sin {\alpha }$, где~$b$ и~$c$~--- две стороны треугольника, а ${\alpha }$~--- угол между ними. \vphantom{\Large F}Пользуясь этой формулой, найдите величину $\sin \alpha$, если $b=2$, $c=15$ и $S=3$.",0.2
5756,"Найдите значение выражения $\left(5,3-2,8\right)\cdot 3,8$.",9.5
7904,"Теорему синусов можно записать в виде $\dfrac{a}{\sin \alpha } =\dfrac{b}{\sin \beta } $, где $a$ и $b$~--- две стороны треугольника, а $\alpha$ и $\beta$~--- углы треугольника, лежащие против них соответственно. Пользуясь этой формулой, найдите величину $\sin \alpha$, если $a=4$, $b=1$, $\sin \beta=\dfrac{1}{10}$.",0.4
5957,"Найдите значение выражения $5,9\cdot 10\strut^{3} +2,7\cdot 10\strut^{2} $.",6170
66,"В таблице представлены данные о стоимости некоторой модели смартфона в различных магазинах.

\begin{center}
\begin{tabularx}{\textwidth}{|X|>{\centering\arraybackslash}X|} \hline
\multicolumn{1}{c}{Магазин} & Стоимость смартфона (руб.) \\ \hline
ОК-Техника & 13200 \\ \hline
Скоростной & 12300 \\ \hline
Магия связи & 12372 \\ \hline
И-фон & 13190 \\ \hline
Смартфон и Ко & 13099 \\ \hline
Прогресс-Э & 12105 \\ \hline
999 телефонов & 12230 \\ \hline
Макропоиск & 13130 \\ \hline
Вселенная телефонов & 12290 \\ \hline
\end{tabularx}
\end{center}


Найдите наименьшую стоимость смартфона среди представленных предложений. Ответ дайте в рублях.",12105
11956,Найдите значение выражения $\left(2\sqrt{6} -\sqrt{23} \right)\left(2\sqrt{6} +\sqrt{23} \right)$.,1
10084,"Прямоугольник разбит на четыре маленьких прямоугольника двумя прямолинейными разрезами. Периметры трёх из них, начиная с левого верхнего и далее по часовой стрелке равны 2, 3 и 18. Найдите периметр четвёртого прямоугольника.",17
2446,Найдите значение выражения $\left(\dfrac{15}{14} -\dfrac{12}{25} \right):\dfrac{23}{35}$.,0.9
8120,Для приготовления маринада для~огурцов на~1 литр воды требуется 8~г лимонной кислоты. Лимонная кислота продается в~пакетиках по~15~г. Какое наименьшее число пакетиков нужно купить хозяйке для~приготовления 6~литров маринада?,4
2326,"Найдите значение выражения $1\dfrac{5}{6}-0,5\cdot \left(-\dfrac{10}{3} \right)$.",3.5
5197,Найдите корень уравнения $\sqrt{13-2x} =5$.,-6
1038,"Найдите корень уравнения $5^{4-\; 3x} \cdot 5^{8x-2} =\; \frac{1}{125}$ .

 \textbf{}",-1
7205,"В сентябре 1 кг слив стоил 70 рублей, в октябре сливы подорожали на 30\%, а в ноябре еще на 20\%. Сколько рублей стоил 1 кг слив после подорожания в ноябре?",109.2
13829,После обкатки двигателя и трансмиссии на том же запасе топлива автомобиль стал проходить на 14\% большее расстояние. На сколько процентов упал расход топлива? Ответ округлите до десятых.,12
13560,"Расстояние между городами A и B равно 360 км. Из города A в город B выехал первый автомобиль, а через три часа после этого навстречу ему 
из города B выехал со скоростью 55 км/ч второй автомобиль. Найдите скорость первого автомобиля, если автомобили встретились на расстоянии 250 км от города A. Ответ дайте в км/ч.",50
12063,"В доме всего десять квартир с номерами от 1 до 10. В каждой квартире живёт не менее одного и не более четырёх человек. В квартирах с 1-й по 6-ю включительно живёт суммарно 9 человек, а в квартирах с 4-й по 10-ю включительно живёт суммарно 22 человека. Сколько всего человек живёт в этом доме?",25
10702,"В конце четверти Вовочка выписал подряд все свои отметки по одному из предметов, их оказалось 5, и поставил 
между некоторыми из них знаки умножения. Произведение получившихся чисел оказалось равным 13075. Какая отметка выходит у Вовочки в четверти по этому предмету, если учитель ставит только отметки «2», «3», «4» или «5» и итоговая отметка в четверти является средним арифметическим всех текущих отметок, округлённая по правилам округления? (Например, 3,2 округляется до 3; 4,5~--- до 5; а 2,8~--- до 3.)",4
8594,Найдите корень уравнения $\left(x-3\right)^2=\left(x-1\right)^2$.,2
8700,"Помещение освещается фонарём с двумя лампами. Вероятность перегорания одной лампы в течение года равна 0,02. Найдите вероятность того, что в течение года обе лампы перегорят.",0.0004
5106,"Установите соответствие между величинами и их возможными значениями: к каждому элементу первого столбца подберите соответствующий элемент из второго столбца.

\vspace{\medskip}

\begin{center}
\hyphenpenalty=10000
\begin{tabular}{>{\raggedright\arraybackslash}p{8cm}p{5cm}} 
ВЕЛИЧИНЫ & ЗНАЧЕНИЯ \\ 
А) площадь почтовой марки & 1) 162 кв. м \\
Б) площадь письменного стола & 2) 1,2 кв. м \\
В) площадь города Санкт-Петербурга & 3) 1439 кв. км \\
Г) площадь волейбольной площадки & 4) 5,2 кв. см \\ 
\end{tabular}
\end{center}

\vspace{\medskip}



В таблице под каждой буквой, соответствующей величине, укажите номер её возможного значения.

\vspace{\medskip}

\begin{tabular}{|c|c|c|c|} \hline
А & Б & В & Г \\ \hline
 &  &  &  \\ \hline
\end{tabular}",4231
1326,"На экзамене по геометрии школьник отвечает на один вопрос из списка экзаменационных вопросов. Вероятность того, что это вопрос по теме «Вписанная окружность», равна 0,15. Вероятность того, что это вопрос по теме «Тригонометрия», равна 0,2. Вопросов, которые одновременно относятся к~этим двум темам, нет. Найдите вероятность того, что на экзамене школьнику достанется вопрос по одной из этих двух тем.

 \textbf{}",0.35
11983,Найдите корень уравнения $16\strut^{x} =8\strut^{x+1} $.,3
4323,Найдите значение выражения $\dfrac{\sqrt{162} }{\sqrt{2} } $.,9
2671,Найдите значение выражения $\dfrac{23}{14} :\left(\dfrac{5}{4} -\dfrac{3}{7} \right)$.,2
13504,Путешественник  переплыл море на яхте со средней скоростью 17 км/ч. Обратно он летел на спортивном самолете со скоростью 272 км/ч. Найдите среднюю скорость путешественника на протяжении всего пути. Ответ дайте в км/ч.,32
1032,"Найдите корень уравнения $3^{2x-\; 6} \cdot 3^{7-\; x} =\; 81$.

 \textbf{}",3
